user,rating,komentar,timestamp,sentimen,platform
Ramon navaro,1,paling mahal jarak dekat 17500 ongkosnya,20/03/2026 22:02,negatif,Google Maps
Jahra Ara,1,"pelayanannya jelek bgt parahnya gua mesen gojek posisinya abis ujan gada inisiatif parah gua kehujanan gadikasihjas ujan jok motor basah ga di elap sama Abang gojeknya ,udah gtu bawa motor ngebut ² posisi nya gua bawa barang bnyk",20/03/2026 21:49,negatif,Google Maps
Sasmaya Bisetya Yudhaka (SBY),1,"Tiap pesen gofood dateng nya lama banget, selalu lebih dari satu jam. makanan udah dingin terus, ongkosnya mahal, lebih murah juga grab, milih rute buat driver jauh banget",20/03/2026 21:49,negatif,Google Maps
meritha sofia,1,"kalau memang ada masalah antara driver dan aplikasi, mohon dapat segera diselesaikan. jangan sampai customer yg terkena imbasnya.",20/03/2026 21:28,negatif,Google Maps
Orang indonesia,1,"tolong gojek.rider kalian di Ketapang Kalbar di evaluasi lagi,pelayanan nya menurut aku lama,dan sulit sekali cari rider nya.",20/03/2026 21:24,negatif,Google Maps
Gamaliel,1,driver lama,20/03/2026 21:22,negatif,Google Maps
Akbar Darmawan,1,"Ongkirnya mahal banget masa pesen pecel lele 15 ribu Ongkirnya 29 ribu padahal dekat dan juga Masa pesan Go ride jarak 1,4 kilo ongkosnya 23 ribu",20/03/2026 21:21,negatif,Google Maps
Yohana Erika,1,saya kirim uang ke gopay saya Rp20.000 sudah terkirim tapi kok tidak ada masuk di gojek nya tolong lah gimana,20/03/2026 21:19,negatif,Google Maps
Ratu Wulan,5,cocok buat kaum mager,20/03/2026 21:16,positif,Google Maps
Sularti aw,5,bagusss,20/03/2026 21:10,positif,Google Maps
Noor Hamidah,3,"sebelumnya mohon maaf, tadi barusan dapat driver gocar yang tiba tiba nelpon minta kenaikan harga, karena sulit nemuin transportasi jadi saya setujui, pas sudah nyampe jemput malah driver minta di cancel dan disuruh pilih 'nemuin transportasi lain' tapi drivernya tetap antar saya ke tujuan. tolong ya tindakan dari gojek nya, ini merugikan customer.",20/03/2026 20:52,negatif,Google Maps
Pengguna Google,1,lagi dibutuhin kena cancel mulu sialan,20/03/2026 20:51,negatif,Google Maps
Kurni awan,5,nye bug wae gojek skrng,20/03/2026 20:45,positif,Google Maps
Cute Tata,5,"yang bener donk masa ksh driver yg jauh pdhl yg deket ada, buang wkt loh, kasian drivernya juga kejauhan jmpt. ga kira2.. jd lama tunggu. klo gini trs jd males lama2 make gojek",20/03/2026 20:44,negatif,Google Maps
Guruh Eko,3,pas dibutuhkan susah cari driver,20/03/2026 20:44,negatif,Google Maps
Pengguna Google,1,"Lama2 kaya aplikasi pinjol!!! orang di paksa untuk segera tarik tunai gopay pinjam, 800.000, terganggu dengan notifikasi nya! akhirnya iseng saya coba tarik, 800.000, minta data, minta alamat, minta foto berkali-kali, ujung2nya di tolak!!! lo itu mau nyuri data sama foto atau apa??? klo memang gak mau ngasih, gak usah kasih notifikasi tiap hari utk tarik dana terusss!!! gw utang gak ada, tunggakan gak ada!!! payah lo maling data!!!👎👎👎👎👎👎👎👎",20/03/2026 20:34,negatif,Google Maps
Afed,5,sudah mantap cuman mohon maaf untuk aplikasi gojek sy ada kendala chat ke driver tidak bisa begitu juga dengan di cancel mungkin ada kesalahan di aplikasinya,20/03/2026 20:29,negatif,Google Maps
Rosidah Wulan,5,Bgus,20/03/2026 20:26,positif,Google Maps
Dewi Suriandari,5,mantaaap...tepat waktu...,20/03/2026 20:19,positif,Google Maps
Ripna Sapitri,1,"terlalu sering trouble, pas lagi urgent selalu trouble",20/03/2026 20:15,negatif,Google Maps
Tarya Mulyana,5,Terbantu dengan kenyamanan,20/03/2026 20:11,positif,Google Maps
Imam Boy,1,cs payah ga bisa selesaikan masalah,20/03/2026 20:00,negatif,Google Maps
Dimas Adityo P,2,"versi 5.52 tolong diperbaiki, mau masuk ke beranda loadingnya lama banget ujung²nya yang muncul ""internet mati"" padahal jaringannya full, buat sosmed sama buka aplikasi ojol sebelah aja lancar jaya. udah di hapus cache instal ulang sama aja.",20/03/2026 19:55,negatif,Google Maps
alfaht fendi,5,mantab bisa di andalkan,20/03/2026 19:50,positif,Google Maps
Herlina evry,1,"Aplikasi paling buruk, mau trf selalu gangguan",20/03/2026 19:44,negatif,Google Maps
LLC DOM,1,mau top up saldo tidak bisa,20/03/2026 19:43,negatif,Google Maps
Nourman Heryanto,1,malam takbiran tidak ada driver..,20/03/2026 19:33,negatif,Google Maps
Anton Nugroho,2,Suka pake aplikasi ini Dan 1 lagi saya salut sama gojek wilayah malang kota yg telah memberi kesempatan pekerjaan pd driver gofood yg difabel kalau gak salah namanya mas fuad Cuma sayang sy gak dapat kontak tlp beliau,20/03/2026 19:32,positif,Google Maps
Desta Pratama,1,"knp nih, lagi perlu banget malah errror",20/03/2026 19:28,negatif,Google Maps
nur hakim,5,servis memuaskan,20/03/2026 19:21,positif,Google Maps
Abdul Zabar,1,lama banget najis,20/03/2026 19:21,negatif,Google Maps
anjas felano,1,"sering eror entah apk gojek customer,gopay,+ gojek driver mohon segera diperbaiki",20/03/2026 19:18,negatif,Google Maps
rhen ajah,1,Banyak error,20/03/2026 19:02,negatif,Google Maps
Rahmanda Rizke Fitriana,4,hadeuuhh suka susah pesen go ride ataupun gocar. sering eror,20/03/2026 18:57,positif,Google Maps
Tiara Elmawati,2,"yang bener dong gojek, kenapa lama sekali perbaikannyaaaa, ini kami menunggu lama mau pesan tikettttt",20/03/2026 18:56,negatif,Google Maps
Rasyarafiandra Maulana,5,good,20/03/2026 18:46,positif,Google Maps
Wahyu Kus,1,aplikasi error diwaktu jam sibuk.. liburan pula..parah,20/03/2026 18:45,negatif,Google Maps
hukama,1,"kalo emang gak bisa cari driver dari awal langsung aja batalin, udah di tunggu lama nggak dapet driver gblkkk",20/03/2026 18:37,negatif,Google Maps
Naura Fareeha,5,bagus,20/03/2026 18:31,positif,Google Maps
Ahmad Rizal,4,Pengiriman sesuai tepat waktu,20/03/2026 18:30,positif,Google Maps
Sopia Rahmawati,1,apaan si saldo gopay ga muncul... saya mau pulang... ini pesen nya gmn saldo ga muncul di aplikasi... nyesel ngisi gopay...,20/03/2026 18:27,negatif,Google Maps
PIKNIK PANIK,1,knapa malam ini ga bisa transfer wooiii...,20/03/2026 18:23,negatif,Google Maps
Yudi Irawan (WAI),5,sangat membantu,20/03/2026 18:19,positif,Google Maps
Lisandra,1,"tolong ya dana gopay saya dikembalikan, sudah dicancel tapi belum ada pengembalian dana, chat dengan cs pun responnya sangat lama, lama-lama aplikasi ini sudah tidak bisa dipercaya ya",20/03/2026 18:18,negatif,Google Maps
Ridwan Septiawan,1,"gangguan teknis,TENANGGG",20/03/2026 18:16,negatif,Google Maps
the last human,1,sering gangguan aneh,20/03/2026 18:15,negatif,Google Maps
Faith Angelia,3,"Halo gojek, sorry semakin lama semakin downgrade yaa sepertinya.. driver suka cancel, scan barcode selalu bermasalah harus keluar masuk aplikasi. Sering banget nunggu driver 30 menit.",20/03/2026 18:10,negatif,Google Maps
jaja jr88,5,bagus,20/03/2026 18:07,positif,Google Maps
Airis Zaintaufiq,1,susah nyari drivernya sekarang. terlalu susah..,20/03/2026 18:07,negatif,Google Maps
rommie siregar,1,"THIS APP IS A HUMB OF DISHONEST DRIVERS (FRAUDS). THE APP PROTECTS DISHONEST DRIVERS. FOOD ORDERS ARE OFTEN INCOMPLETE. DRIVERS OFTEN ASK FOR MORE MONEY. GIVEN ONE OR TWO STARS DRIVERS GET ANGRY, AND CUSTOMERS ARE BLOCKED BY THE APP. IMMEDIATELY DELETE THE GOJEK APP FROM YOUR PHONE BEFORE YOU BECOME A FRAUDULENT. BE WARNED.",20/03/2026 18:05,negatif,Google Maps
phipo RK,5,ok,20/03/2026 18:04,positif,Google Maps
fatimah zahra,5,good,20/03/2026 17:56,positif,Google Maps
Yuliana Intan,2,"Gojek udah ga 1 / 2 kali lama banget cari driver buat ambil makanan, tolong diperbaiki lagi",20/03/2026 17:56,negatif,Google Maps
Met G,5,"trouble mulu benerin kek , orang lagi buru buru juga . punya apk sistem benerin jangan duit mulu yang dipikir . mikir dev 🗿",20/03/2026 17:52,positif,Google Maps
Lie Aryaz,1,pesan d gofood aj dket lama amat 50 mnit sampai..driver jg blm d tugaskan sampai 45 mnit....lemot tambah hari..,20/03/2026 17:31,negatif,Google Maps
Fadrena Zahra,5,sangat membantu,20/03/2026 17:25,positif,Google Maps
Ary Laksono,1,"perbaiki attitude oknum driver di wilayah bppn yg belagu membatalkan pengambilan pesanan makanan karena merasa tidak sesuai, padahal sudah dijelaskan dan sudah konfirmasi dengan pemesannya,",20/03/2026 17:22,positif,Google Maps
tyo Priyetno,1,"saya menggunakan gojek sdh lebih dari 5 tahun tapi makin kesini semakin aneh aj, driver makanan dan ojek mobil saat hujan tdk pernh dapat dan beberapa kali di tolak dan cancel pesanan mkann saya,knpa saat hujan tdk bsa di gunakan apk ini, atau sistm ny mmng menolak orderan saat hujan??",20/03/2026 17:16,negatif,Google Maps
rizkyauliya rahman,3,"3 kali berturut turut, dapet status pengemudi tidak respon by lokasi dan via chat/call. waktu terbuang karna menunggu pemberitahuan fiktif, tolong segera perbaiki.",20/03/2026 17:02,netral,Google Maps
Tito,5,mantaaap,20/03/2026 16:59,positif,Google Maps
Aries Ganteng,5,keren,20/03/2026 16:56,positif,Google Maps
Chairil Azmi,5,oke,20/03/2026 16:56,positif,Google Maps
Danang Maulana,5,Fast and The Best🔥,20/03/2026 16:39,positif,Google Maps
Gunawan Fuji,5,sangat membantu,20/03/2026 16:39,positif,Google Maps
Basori Alawy,5,ok siip puas,20/03/2026 16:35,positif,Google Maps
Mar Zuki,5,kalau bisa di perbarui system yg terdapat pada gojek agar driver dpt orderan berada pada jarak terdekat karena sistem ini dpt mengubah sudut pemesan untuk semakin banyak menggunakan aplikasi karena layanan pengantaran cepat itu lebih baik menjaga kualitas pengguna aplikasi pemesan untuk dpt di layani dengan cepat dan sebaik baik nya saran saya mohon di koreksi dan di buat terima kasih,20/03/2026 16:32,positif,Google Maps
Evy Gunawan,5,"baik, terbantu",20/03/2026 16:28,positif,Google Maps
Syapri R1,5,okay,20/03/2026 16:28,positif,Google Maps
Setya Menunggumu,5,sangat membantu kita,20/03/2026 16:22,positif,Google Maps
Bong ban Dju,4,bagus,20/03/2026 16:17,positif,Google Maps
Althaf Ama,5,nice,20/03/2026 16:15,positif,Google Maps
Fahmi,1,saya beli 3 makanan dan yang 2 rasanya aneh masam kecut seperti sudah basi tapi tidak mau bantu refund untuk 2 porsi yang seperti basi itu mengecewakan sekali gojek sekarang pelayanan buruk banget. suruh nunggu 2 jam tapi gak dibantu ditutup laporannya parah banget.,20/03/2026 16:07,negatif,Google Maps
Hera,1,gojek mahal skrng males pake Gojek .,20/03/2026 16:06,negatif,Google Maps
Ivan Octovian,5,Murah banget pakai gocar,20/03/2026 16:03,positif,Google Maps
Yelvin HalawA,1,makin hari makin mahal mending maxsim gk naik naik harganya,20/03/2026 15:40,negatif,Google Maps
mikel yusuf,1,dikit bgt driver nya tolol,20/03/2026 15:38,negatif,Google Maps
Umank Dembele,1,"susah cari driver goshop, jadi males pakai apk ini.",20/03/2026 15:29,negatif,Google Maps
NugrohoHananto Aryo,5,"Pasti GEORGE gandhos otok owor,deh,kalau pakai Gojek👍",20/03/2026 15:10,positif,Google Maps
Mirenne Faudza,1,apk tolol,20/03/2026 14:56,negatif,Google Maps
Yulianto Kempung,5,josjis dan tanggap darurat 😁,20/03/2026 14:52,positif,Google Maps
Nina ch Kartiwa,5,kenapa blm bisa terdaftar,20/03/2026 14:38,positif,Google Maps
Oji Lego,5,mantapppp,20/03/2026 14:36,positif,Google Maps
Adit Tzy,1,kenapa Go-Jek hemat nya hilang woi,20/03/2026 14:19,negatif,Google Maps
revianda daffa,3,"aplikasinya bagus, sangat membantu, saya ada keluhan saat saya beli paket data, saya beli 9gb 4G, kenapa yang muncul malah 13gb 5G? salah kan itu",20/03/2026 13:41,positif,Google Maps
Raihan Arrasyid,1,driver go send hari ini pada sombong susah banget buat ngambil pick up barang,20/03/2026 13:35,negatif,Google Maps
v Gopal,1,"baperan bgt dikit"" internet mati dikit"" gabisa pesen ajg, padahal buka ig tiktok lancar semua",20/03/2026 13:25,negatif,Google Maps
Rully Agusta,5,nice pokok nya sangat membantu dalam segala hal,20/03/2026 13:23,positif,Google Maps
Hellmeboy Bint,5,ok,20/03/2026 13:07,positif,Google Maps
Yosi Yanto,1,gak minat,20/03/2026 12:55,negatif,Google Maps
Fikri Hafiz,2,kenapa susah sekali pemulihan akun padahal saya sudah mempunyai bukti bukti bahwa saya mempunyai akun,20/03/2026 12:55,negatif,Google Maps
Rska,1,"GOJEK MAKIN GA JELAS, PESAN GOFOOD NYARI DRIVER NYA SUSAH DAPET, MASA AKU NUNGGUIN CARI DRIVER NYA DARI PAGI SAMPE SIANG, LAPER WOIIIII",20/03/2026 12:53,negatif,Google Maps
Adi Darma,5,barang saya hilang saya mau lapor bingung mau lapor kmn tolong di bantu,20/03/2026 12:51,negatif,Google Maps
EVI SAFITRI,1,"driver nya banyak bermasalah , better pake grab",20/03/2026 12:46,negatif,Google Maps
USS Gerald,5,saya sih cukup suka pakai apk ini,20/03/2026 12:45,positif,Google Maps
Hamdan Zz,1,"gatau kurir atau apk nya yg salah, tapi kurang teliti dalam alamat sama tidak bijak dalam konfirmasi penerima, saya udah beberapa kali salah kirim terus, bisa ga sih benerin apk sama orang "" nya, klo udah sampe tuh konfirmasi nya yg sampe di jawab, bukan asal kirim poto terus cabut, rugi pengirim nya dong, sama maps nya benerin dong gojek, ga lengkap bgt sih, kolab sama google maps yg udah pasti bener alamatnya",20/03/2026 12:43,negatif,Google Maps
zara tutus,4,Sopan,20/03/2026 12:06,positif,Google Maps
Ilyas Ardhiansyah,1,nyari drivernya lama banget,20/03/2026 11:44,negatif,Google Maps
Sizuka Maura,5,bagus banget,20/03/2026 11:41,positif,Google Maps
De De,5,titik sll tepat kebersihan God,20/03/2026 11:36,positif,Google Maps
Yurfi Oktridio falen,1,"sistem yang bobrok, saya memesan layanan go ride, dikarenakan sulit mendapatkan driver saat hujan, saya cancel sebanyak 4 kali dengan metode pembayaran gopay, tetapi saldo saya tidak kembali, namun di riwayat transaksi bertuliskan ""sudah di refund"" namun sampai 3 hari kerja saldo saya tidak kunjung kembali, sudah membuat banyak laporan dengan CS jawabannya sama saja dan pemecahan masalahnya tidak terselesaikan sampai sekarang",20/03/2026 11:26,negatif,Google Maps
Muji Ono,1,saya pengguna aktif gopay SDH bbrpa tahun saya menggunakan apk ini tp kenapa saya tidak bisa menggunakan gopay pinjam,20/03/2026 11:22,negatif,Google Maps
ZeroS1N,5,the best,20/03/2026 10:56,positif,Google Maps
lucky wahyudi,5,das pooooool,20/03/2026 10:21,positif,Google Maps
Yafi Yafi,5,👍,20/03/2026 10:10,positif,Google Maps
Melky Khavera,1,"jontol gak bisa hubungi penjual ketika pesan makanan, apalagi di event besar sulit kali cari driver makanan terutama bulan Ramadhan menjelang hari raya",20/03/2026 10:08,negatif,Google Maps
Vizha Putra,3,padahal jaringan bagus tapi malah tidak bisa pesan gojek,20/03/2026 10:04,netral,Google Maps
Jayden Lo,5,membantu,20/03/2026 09:46,positif,Google Maps
Tamzi Muhammad,1,ribettt,20/03/2026 09:45,negatif,Google Maps
Rahmadani,1,"khusus goride : 1 . harus ada biaya penambahan bawa anak + barang koper dll yg melebihi kapasitas motor 2. harus ada fitur beran badan customer, jadi kalo customer badan nya melebihi dari ketentuan kapasitas motor bisa otomatis beralih ke comfort atau tidak bisa pilih menu argo hemat . untuk kesenjangan driver",20/03/2026 09:44,negatif,Google Maps
Punya Xiomi,5,good,20/03/2026 09:19,positif,Google Maps
Fitri Layla sari,5,"lebih sat set pake gojek,, the best",20/03/2026 08:56,positif,Google Maps
mEd. sQ,1,"apk sering error, cari drivernya susah banget kalo lewat jam 7 malam,dan iming iming promo yang ngga berguna, gofood selalu telat melebihi estimasi waktu",20/03/2026 08:47,negatif,Google Maps
bella keren,5,BAGUSS BANGET RECOMMENDED,20/03/2026 08:36,positif,Google Maps
sasmoko Adi,5,cepat dan akurat,20/03/2026 08:33,positif,Google Maps
Alfiah Ciamis,5,lebih praktis,20/03/2026 08:27,positif,Google Maps
Ardiansyah Arif,1,aplikasi sowak. aplikator nya gak jelas. aplikasi ngebug pas lebaran gini. gak guna. balik ke grab aja lah.,20/03/2026 08:12,negatif,Google Maps
Anti Jumpscare,1,gasudi pake aplikasi kapitalis,20/03/2026 07:48,negatif,Google Maps
RADEKA TRISNA DWI PUTRI,5,so far o good,20/03/2026 06:11,positif,Google Maps
Zainal Abidin,5,murah dan garcep,20/03/2026 06:02,positif,Google Maps
Priyanto yanto,5,Sip oke banget memuaskan,20/03/2026 05:43,positif,Google Maps
Muhamad Zaenal Abidin,5,Aplikasi Yang Bagus Luar Biasa Banyak Membantu Orang Lain. Good Jobs GO-JEK,20/03/2026 05:06,positif,Google Maps
Ardian Adi,5,top,20/03/2026 04:35,positif,Google Maps
Aldi Ardiansyah,1,kapitalis paraahh,20/03/2026 04:29,negatif,Google Maps
War Dana,5,sangat menyenangkan,20/03/2026 04:03,positif,Google Maps
Rizky Romanda,1,"Perbanyak driver, susah banget order makanan, saya pake gojek, karna bantu perusahaan lokal, gojek tolol, nggak bakal lagi saya pake",20/03/2026 03:51,negatif,Google Maps
my zems,1,PENGIRIMAN GOFOOD LAMBAT. JIKA SULIT MENCARI DRIVER MAKA PERCEPAT WAKTU PENCARIAN SEJAK AWAL MAKANAN DIBUAT!!!!!,20/03/2026 03:23,negatif,Google Maps
Mariam Dewi,5,biar berkah bapak,20/03/2026 03:02,positif,Google Maps
Setyo Wahyuni,5,bagus,20/03/2026 03:01,positif,Google Maps
Adelle Dwi,5,bnyakin kode promo y jek biar makin bnyk order,20/03/2026 02:52,positif,Google Maps
Kuskus Gunawan,5,ok,20/03/2026 02:52,positif,Google Maps
Agus Maryono,5,sangat membantu,20/03/2026 02:34,positif,Google Maps
Stephani,5,semoga limit kembali dpt digunakan,20/03/2026 02:31,positif,Google Maps
Lilis Dewi,3,ok,20/03/2026 02:26,positif,Google Maps
A & F,5,sering sering kasih promo 😄,20/03/2026 01:56,positif,Google Maps
Diamond Teknik AC,1,Aplikasi yg sangat gak rekomendasi dlm menyaring Driver... Preman yoo di trm ae..,20/03/2026 01:40,negatif,Google Maps
Yudho,5,good,20/03/2026 00:28,positif,Google Maps
Nurliana ana,3,"susah cari driver gofood ingin membatalkan tapi tetap dilanjut itu pemesanan ,padahal saya ingin cancel . tp tetap disuruh tunggu dapat driver dan lma sekali",20/03/2026 00:13,negatif,Google Maps
KEPO ID,2,"gojek kayaknya otw bangkrut, pembukaan driver motor aja udah susah di wilayah banda Aceh, padahal susahnya minta ampun cari driver, kalau ada pun jauh driver nya.. mau pesan makanan juga susah cari driver, #Gojekotwbangkrut",20/03/2026 00:04,negatif,Google Maps
Didi Winarko,5,ok,19/03/2026 23:56,positif,Google Maps
Fajar Kurniawan,5,sangat membantu,19/03/2026 23:54,positif,Google Maps
Dewi Lisne,5,baikk,19/03/2026 23:43,positif,Google Maps
Ri _Handa,5,GOAALSS BNGT,19/03/2026 23:41,positif,Google Maps
Heri Purnomo,5,mantap,19/03/2026 23:18,positif,Google Maps
Ahmad Mahesa,4,harga ny terjangkau untuk semua golongan masyarakat,19/03/2026 23:17,positif,Google Maps
Alexander Febriano,1,susah dpt driver,19/03/2026 23:13,negatif,Google Maps
oktaviana darsinta,5,👍,19/03/2026 23:12,positif,Google Maps
Jeck Junior,2,"aplikasi apa ini? kuntul..... udah mahal tunggu lama lagi.... biaya lain2nya banyak, tidak masuk akal sekali...! Tolong diperhatikan Nadiem Makarim! aplikasi apa ini, tambah jelek sekali!?",19/03/2026 23:12,negatif,Google Maps
Efendi Siahaan,5,memuaskan,19/03/2026 23:02,positif,Google Maps
All Anfal,5,bagus,19/03/2026 22:54,positif,Google Maps
Fikri Fadhilla Suhendra,2,"edan, agak percuma lu ngasih diskon ongkir kalo susah dapet driver. ya gue tau alasannya karna elu juga yang nyari driver jauh dari titik jemput. jelas lah jarang ada yang mau pickup dengan penjemputan 3-5km, orang yang dibayar cuma pas nganternya doang.",19/03/2026 22:51,negatif,Google Maps
Dwi Putra,5,ok lah mantap,19/03/2026 22:48,positif,Google Maps
Yudha Dirgantara,2,"akhir-akhir ini sulit mendapatkan driver, mau go-food tp driver ga ada yang mau pick up!!!",19/03/2026 22:40,negatif,Google Maps
Elvis Wati,5,goodjob,19/03/2026 22:39,positif,Google Maps
Dian Prabowo,1,pelayanan gofood yang buruk. . harga makanan sm biaya ongkir lebih mahal ongkir. nasi goreng 1 bungkus 15 rb dg jarak kurang 2km bisa habis 43 ribu.,19/03/2026 22:33,negatif,Google Maps
